epoch,accuracy,loss
0,0.3563988208770752,0.34776657819747925
1,0.3888888955116272,0.3404276967048645
2,0.4345238208770752,0.3271370828151703
3,0.492807537317276,0.30714312195777893
4,0.5364583134651184,0.2863824963569641
5,0.5927579402923584,0.257852166891098
6,0.6674107313156128,0.21923168003559113
7,0.751240074634552,0.17488335072994232
8,0.836309552192688,0.13130545616149902
9,0.9057539701461792,0.09380660951137543
10,0.9499008059501648,0.06445024907588959
11,0.9756944179534912,0.043028224259614944
12,0.9878472089767456,0.029713645577430725
13,0.9945436716079712,0.021706774830818176
14,0.9985119104385376,0.01495445892214775
15,0.9990079402923584,0.010884463787078857
16,0.9992559552192688,0.008901312947273254
17,0.9997519850730896,0.006750473752617836
18,0.9997519850730896,0.005233709700405598
19,0.9995039701461792,0.004270362667739391
20,0.9997519850730896,0.0035574401263147593
21,0.9997519850730896,0.0027678278274834156
22,1.0,0.0022261692211031914
23,1.0,0.002034626202657819
24,1.0,0.0016221448313444853
25,0.9997519850730896,0.001295451889745891
26,1.0,0.0008317239698953927
27,1.0,0.0009428315097466111
28,1.0,0.0006580211920663714
29,1.0,0.0005568973137997091
30,1.0,0.0005127018084749579
31,1.0,0.00029745945357717574
32,1.0,0.00030288443667814136
33,1.0,0.0001905970275402069
34,1.0,0.00010604138515191153
35,1.0,0.00010523998935241252
36,1.0,8.056990191107616e-05
37,1.0,0.00012438540579751134
38,1.0,4.8965568566927686e-05
39,1.0,3.1298772228183225e-05
