epoch,accuracy,loss
0,0.854414701461792,0.14403262734413147
1,0.9928075671195984,0.031986359506845474
2,0.99379962682724,0.012451001442968845
3,0.9940476417541504,0.006667209789156914
4,0.9957837462425232,0.004250470548868179
5,0.9960317611694336,0.003528345376253128
6,0.9967758059501648,0.0032692966051399708
7,0.996279776096344,0.003323715878650546
8,0.9972718358039856,0.00257110339589417
9,0.998759925365448,0.001974071143195033
10,0.997519850730896,0.0022379474248737097
11,0.9985119104385376,0.0017160093411803246
12,0.9980158805847168,0.0019048071699216962
13,0.9992559552192688,0.0011285973014310002
14,0.9995039701461792,0.0011726998491212726
15,0.9995039701461792,0.0010791559470817447
16,0.9990079402923584,0.001158698694780469
17,0.9995039701461792,0.0009015000541694462
18,0.9992559552192688,0.0011074484791606665
19,1.0,0.0007698775152675807
20,0.9995039701461792,0.000859276216942817
21,0.9992559552192688,0.0010619029635563493
22,0.9990079402923584,0.0009150610421784222
23,0.9982638955116272,0.0009410685743205249
24,0.9997519850730896,0.0007588215521536767
25,0.9992559552192688,0.0007805640925653279
26,0.9995039701461792,0.0007303686579689384
27,0.9995039701461792,0.0008989814086817205
28,0.9992559552192688,0.0008258435991592705
29,0.9992559552192688,0.0007397959707304835
30,0.9995039701461792,0.0006940607563592494
31,1.0,0.0006122658960521221
32,0.9997519850730896,0.0007679291302338243
33,1.0,0.0007466311217285693
34,0.9995039701461792,0.0007244161097332835
35,0.9995039701461792,0.0007160778623074293
36,0.9997519850730896,0.0007150604506023228
37,0.9997519850730896,0.0006498473230749369
38,0.9997519850730896,0.0007049020496197045
39,0.9995039701461792,0.0009254309115931392
40,1.0,0.0007244694279506803
41,0.9997519850730896,0.0006830879137851298
42,0.9995039701461792,0.0007679022382944822
43,0.9997519850730896,0.0006195739260874689
44,0.9997519850730896,0.0007807848742231727
45,1.0,0.0006997371092438698
46,0.9995039701461792,0.0007105314289219677
47,1.0,0.0007884500664658844
48,0.9995039701461792,0.0006502722972072661
49,0.9997519850730896,0.0006556391017511487
